time,status,n_fib,n_fob,n_fsc,sensor temperature controller,laser temperature controller,laser current controller,microwave reference controller,zeeman_controller,science_data_id,science_data,time_stamp
20160802 10:15:51.430123,0,1,0,1,0,0,0,0,0,0,0,0
20160802 10:15:51.437936,0,1,0,1,0,1,48,14,164,1,1050935614,41984
20160802 10:15:51.445749,0,1,0,1,0,1,48,14,165,1,1051001150,42240
20160802 10:15:51.453561,0,1,0,1,0,1,48,14,166,1,1051066686,42496
20160802 10:15:51.461373,0,1,0,1,0,1,48,14,167,1,1051132222,42752
20160802 10:15:51.469186,0,1,0,1,0,1,48,14,168,1,1051197758,43008
20160802 10:15:51.476999,0,1,0,1,0,1,48,14,169,1,1051263294,43264
20160802 10:15:51.484811,0,1,0,1,0,1,48,14,170,1,1051328830,43520
20160802 10:15:51.492623,0,1,0,1,0,1,48,14,171,1,1051394366,43776
20160802 10:15:51.500436,0,1,0,1,0,1,48,14,172,1,1051459902,44032
20160802 10:15:51.508249,0,1,0,1,0,1,48,14,173,1,1051525438,44288
20160802 10:15:51.516061,0,1,0,1,0,1,48,14,174,1,1051590974,44544
20160802 10:15:51.523873,0,1,0,1,0,1,48,14,175,1,1051656510,44800
20160802 10:15:51.531686,0,1,0,1,0,1,48,14,176,1,1051722046,45056
20160802 10:15:51.539499,0,1,0,1,0,1,48,14,177,1,1051787582,45312
20160802 10:15:51.547311,0,1,0,1,0,1,48,14,178,1,1051853118,45568
20160802 10:15:51.555123,0,1,0,1,0,1,48,14,179,1,1051918654,45824
20160802 10:15:51.562936,0,1,0,1,0,1,48,14,180,1,1051984190,46080
20160802 10:15:51.570749,0,1,0,1,0,1,48,14,181,1,1052049726,46336
20160802 10:15:51.578561,0,1,0,1,0,1,48,14,182,1,1052115262,46592
20160802 10:15:51.586373,0,1,0,1,0,1,48,14,183,1,1052180798,46848
20160802 10:15:51.594186,0,1,0,1,0,1,48,14,184,1,1052246334,47104
20160802 10:15:51.601999,0,1,0,1,0,1,48,14,185,1,1052311870,47360
20160802 10:15:51.609811,0,1,0,1,0,1,48,14,186,1,1052377406,47616
20160802 10:15:51.617623,0,1,0,1,0,1,48,14,187,1,1052442942,47872
20160802 10:15:51.625436,0,1,0,1,0,1,48,14,188,1,1052508478,48128
20160802 10:15:51.633249,0,1,0,1,0,1,48,14,189,1,1052574014,48384
20160802 10:15:51.641061,0,1,0,1,0,1,48,14,190,1,1052639550,48640
20160802 10:15:51.648873,0,1,0,1,0,1,48,14,191,1,1052705086,48896
20160802 10:15:51.656686,0,1,0,1,0,1,48,14,192,1,1052770622,49152
20160802 10:15:51.664499,0,1,0,1,0,1,48,14,193,1,1052836158,49408
20160802 10:15:51.672311,0,1,0,1,0,1,48,14,194,1,1052901694,49664
20160802 10:15:51.680123,0,1,0,1,0,1,48,14,195,1,1052967230,49920
